VERSION,DSETID,V040001,V040002,V040101,V040102,V040103,V041001,V041101,V041102,V041102A,V041102B,V041102C,V041103,V041104,V041105,V041106,V041107,V041108,V041109,V041109A,V041109B,V041109C,V041109D,V041110,V041111A,V041111B,V041112A,V041112B,V041113A,V041113B,V041114A,V041114B,V041115A,V041115B,V041116A,V041116B,V041201,V041201A,V041202,V041203,V041204,V041204A,V041204B,V041204C,V041205,V041206,V041206A,V041207,V041207A,V041208,V041208A,V041209,V041210,V041211,V041212,V041213,V041214,V041214A,V042001,V042002,V042003,V042004,V042005,V042006,V042007,V042008,V042009,V042010A,V042010B,V042011,V042012,V042013,V042014A,V042014B,V042014C,V042014D,V042015A,V042015B,V042015C,V042015D,V042016A,V042016B,V042016C,V042017,V042018,V042019,V042020,V042021,V042022,V042023,V042024,V042025,V042026,V042027,V042028,V042029,V042030,V042031,V042032,V042033,V042034,V042035,V042036A,V042036B,V042036C,V042036D,V042036E,V042036F,V042037A,V042037B,V042037C,V042037D,V042037E,V042037F,V042037G,V042037H,V042037J,V042037K,V042037M,V042037N,V042037P,V042037Q,V042037R,V042037S,V042037T,V042037U,V042037V,V042037W,V042037Y,V042038,V042039,V042040,V042041,V042042,V042043,V042044,V042044A,V042044B,V042045X,V042045A,V042045B,V042045C,V042045D,V042046X,V042046A,V042046B,V042046C,V042046D,V042046E,V042047,V042047A,V042048A,V042048B,V042101,V042101A,V042102,V042103,V042104,V042105,V042106,V042107,V042108,V042109,V042201,V042202,V042401,V042402,V042403A,V042403B,V042403C,V042403D,V042403E,V042403F,V042403G,V042403H,V042404,V042405,V042406,V042407A,V042407B,V042407C,V042407D,V042408A,V042408B,V042408C,V042408D,V042409,V042410,V042411,V042412,V042413,V042414A,V042414B,V042414C,V042414D,V042414E,V042414F,V042414G,V042415A,V042415B,V042415C,V042415D,V042415E,V042415F,V042415G,V042416,V042417,V042418,V042419,V042420,V042421,V042422,V042423,V042424A,V042424B,V042424C,V042424D,V042424E,V042424F,V042424G,V042424H,V042424J,V042424K,V042425,V042426,V042427,V042428,V043001,V043002,V043003,V043004,V043005,V043006,V043007,V043007A,V043007B,V043007C,V043007D,V043007E,V043008,V043009,V043009A,V043009B,V043009C,V043009D,V043009E,V043010,V043011,V043011A,V043011B,V043011C,V043011D,V043011E,V043012,V043013,V043013A,V043013B,V043013C,V043013D,V043013E,V043014,V043015,V043016,V043017,V043018,V043019,V043020,V043021,V043022,V043023,V043024,V043025,V043026,V043027,V043028,V043029,V043030,V043031,V043032,V043033,V043034,V043034X,V043035,V043036,V043037,V043038,V043039,V043040,V043041,V043042,V043043,V043044,V043045,V043046,V043047,V043048,V043049,V043050,V043051,V043052,V043053,V043053A,V043053B,V043053C,V043053D,V043053E,V043054,V043055,V043055A,V043055B,V043055C,V043055D,V043055E,V043056,V043057,V043057A,V043057B,V043057C,V043057D,V043057E,V043058,V043059,V043059A,V043059B,V043059C,V043059D,V043059E,V043060,V043061,V043062,V043063,V043064,V043065,V043066,V043067,V043068,V043069,V043070,V043071,V043072,V043073,V043074,V043075,V043076,V043077,V043078,V043079,V043080,V043081,V043082,V043083,V043084,V043085,V043085A,V043086,V043087,V043088,V043089,V043090,V043091,V043092,V043093,V043094,V043095,V043096,V043097,V043098,V043099,V043100,V043101,V043102,V043103,V043104,V043105,V043106,V043107,V043108,V043109,V043110,V043111,V043112,V043113,V043114,V043114A,V043115,V043116,V043117,V043118,V043119,V043120,V043121,V043122,V043123,V043124,V043125,V043126,V043127,V043128,V043129,V043130,V043131,V043132,V043133,V043134,V043135,V043136,V043137,V043138,V043139,V043140,V043141,V043142,V043143,V043144,V043145,V043146,V043147,V043148,V043149,V043150,V043151,V043152,V043153,V043154,V043155,V043156,V043157,V043158,V043159,V043160,V043161,V043162,V043163,V043164,V043165,V043166,V043167,V043168,V043169,V043170,V043171,V043172,V043173,V043174,V043175,V043176,V043177,V043178,V043179,V043180,V043181,V043182,V043183,V043184,V043185,V043186,V043187,V043188,V043189,V043190,V043191,V043192,V043193,V043194,V043195,V043196,V043197,V043198,V043199,V043200,V043201,V043202,V043203,V043204,V043205,V043206,V043207,V043208,V043209,V043210,V043211,V043212,V043213,V043214,V043215,V043216,V043217,V043218,V043219,V043220,V043221,V043222,V043223,V043224,V043225,V043226,V043227,V043228,V043229,V043230A,V043230B,V043231,V043232,V043233,V043234,V043235,V043236,V043237,V043238,V043239,V043240,V043241,V043242,V043243,V043244,V043245A,V043245B,V043246,V043247,V043247A,V043248,V043249A,V043249B,V043250,V043251,V043251X,V043252,V043253A,V043253B,V043254,V043255,V043256A,V043256B,V043257,V043258,V043259,V043260A,V043260B,V043260C,V043261,V043262A,V043262B,V043262C,V043262D,V043262E,V043262F,V043262G,V043262H,V043262J,V043262K,V043262M,V043262N,V043262P,V043263,V043264,V043265,V043266A,V043266B,V043267,V043268,V043268A,V043268B,V043268C,V043268D,V043268E,V043268F,V043269,V043270,V043271,V043272,V043273,V043274,V043275,V043276,V043277,V043278,V043278A,V043278B,V043278C,V043278D,V043278E,V043278F,V043279,V043280,V043281,V043282,V043283,V043284,V043285,V043286,V043287,V043288,V043289,V043289A,V043290,V043291,V043292,V043292X,V043293,V043293X,V043294,V043295,V043296,V043297,V043298,V043299,V043299A,V043299B,V043300,V043301A,V043301B,V043301C,V043302,V043303,V043303X,V043304X,V043305,V043306,V043307,V043308,V043309A,V043309B,V043310,V043311,V043312,V043401A,V043401B,V043401C,V043401D,V043401E,V043401F,V043402,V043403,V043404,V043405,V043406,V043407,V043408,V043409,V043409A,V043410,V043411,V043412,V043413A,V043413B,V043413C,V043413D,V043413E,V043413F,V043413G,V044001,V044002,V044003,V044004,V044005,V044006,V044007,V044008,V044009,V044010A,V044010B,V044011,V044012,V044013,V044014A,V044014B,V044014C,V044015A,V044015B,V044015C,V044016A,V044016B,V044017,V044018,V044019,V044020,V044021,V044022,V044023,V044024,V044025,V044026,V044027,V044028,V044029,V044030,V044031,V044032,V044033,V044034,V044035,V044036A,V044036B,V044036C,V044036D,V044036E,V044036F,V044037A,V044037B,V044037C,V044037D,V044037E,V044037F,V044037G,V044037H,V044037J,V044037K,V044037M,V044037N,V044037P,V044037Q,V044037R,V044037S,V044037T,V044037U,V044037V,V044037W,V044037Y,V044038,V044039,V044101,V044101A,V044102,V044103,V044104,V044105,V044106,V044107,V044108,V044109,V044201,V044401,V044402A,V044402B,V044402C,V044402D,V044403A,V044403B,V044403C,V044403D,V044403E,V044403F,V044404A,V044404B,V044404C,V044404D,V044404E,V044404F,V044404G,V044404H,V044404J,V044404K,V044404M,V044404N,V044404P,V044404Q,V044404R,V044404S,V044404T,V044404U,V044404V,V044404W,V044404Y,V044404Z,V044405A,V044405B,V044405C,V044405D,V044405E,V044405F,V044405G,V044405H,V044405J,V044405K,V044405M,V044406A,V044406B,V044406C,V044406D,V044406E,V044406F,V044406G,V044406H,V044406J,V044407,V044408,V044409,V044410,V044411,V044412,V044413,V044414,V044415A,V044415B,V044415C,V044416A,V044416B,V044416C,V044417A,V044417B,V044417C,V044501,V044502,V044503A,V044503B,V044503C,V044504A,V044504B,V044504C,V044505A,V044505B,V044505C,V044505D,V044506A,V044506B,V044506C,V044507,V044508A,V044508B,V044508C,V044509A,V044509B,V044509C,V044510A,V044510B,V044510C,V044510D,V044511A,V044511B,V044511C,V044512A,V044512B,V044512C,V044513A,V044513B,V044513C,V044514A,V044514B,V044515A,V044515B,V044515C,V044515D,V044516A,V044516B,V044517A,V044517B,V044517C,V044517D,V045001,V045002,V045002A,V045003,V045003A,V045004,V045004A,V045005,V045005A,V045006,V045007,V045008,V045008A,V045009,V045010,V045011,V045012,V045013,V045014,V045014A,V045015,V045015A,V045016,V045017A,V045017B,V045018,V045018X,V045019,V045019A,V045019B,V045019C,V045020X,V045021X,V045022X,V045023,V045023A,V045024,V045025,V045026,V045026A,V045027,V045028,V045029,V045029A,V045030X,V045031X,V045032X,V045033X,V045034,V045035,V045035X,V045036X,V045037X,V045038X,V045039X,V045040,V045041,V045041X,V045042,V045043,V045044,V045045,V045046,V045047,V045048,V045049,V045050,V045051,V045052,V045053,V045054,V045055,V045056,V045057,V045058,V045059,V045060,V045061,V045062,V045063,V045064,V045065,V045066,V045067,V045068,V045069,V045070,V045071,V045072,V045073,V045074,V045075,V045076,V045077,V045078,V045079,V045080,V045081,V045082,V045083,V045084,V045085,V045086,V045087,V045088,V045089,V045090,V045091,V045092,V045092A,V045093,V045094,V045095,V045096,V045097,V045098,V045099,V045100,V045101,V045102,V045103,V045104,V045105,V045106,V045107,V045108,V045109,V045109A,V045109B,V045110,V045111,V045112,V045113,V045113A,V045113B,V045114,V045115,V045116,V045117,V045117A,V045118,V045119,V045120,V045121,V045122,V045123,V045124,V045125,V045126,V045127,V045128,V045129,V045130,V045131,V045132,V045133,V045134,V045135,V045136,V045137,V045138,V045139,V045140,V045141,V045142,V045142A,V045143,V045143A,V045143B,V045144,V045144A,V045145,V045145X,V045146,V045146X,V045147,V045147X,V045148,V045148X,V045149,V045149X,V045150,V045151,V045152,V045153,V045153A,V045154,V045155,V045155A,V045156,V045156A,V045157,V045157A,V045158,V045159,V045160,V045160A,V045161,V045161A,V045161B,V045162,V045162A,V045163,V045163A,V045164,V045164A,V045165,V045165A,V045166,V045167,V045168,V045169,V045170,V045170A,V045171,V045172,V045173,V045174,V045174A,V045175,V045176,V045177,V045177A,V045178,V045179,V045180,V045180A,V045181,V045182,V045183,V045184,V045185,V045186,V045187,V045188,V045189,V045190,V045191,V045192,V045193,V045194,V045195,V045196,V045197,V045198,V045199,V045200,V045201,V045202,V045203,V045204,V045205,V045206,V045207,V045207A,V045208,V045209,V045210,V045211,V045212,V045213,V045214,V045215,V045216,V045217,V045218,V045219,V045219A,V045220,V045220A,V045221,V045222,V045223,V045224,V045225,V045226,V045227,V045228,V045229,V045230,V045231,V045232,V045233,V045235,V045235A,V045236,V045236A,V045237,V045238,V045239,V045240,V045241,V045242,V045243,V045244,V045245,V045246,V045247,V045248,V045248A,V045249,V045249A,V045250,V045250A,V045250B,V045251,V045252,V045253,V045253A,V045254,V045255,V045257,V045258,V045259,V045260,V045261,V045262,V045263,V045264,V045265,V045266,V045267,V045268,V045269,V045270,V045271,V045300A,V045300B,V045301A,V045301B,V045301C,V045301D,V045301E,V045301F,V045302,V045303,V045304,V045305,V045306,V045307,V045307A,V045308A,V045308B,V045308C,V045308D,V045308E,V045308F,V045308G
2004NES_VERSION:2005AUG16,2004.T,1,23,0,0,32,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,10,50,1,,,,,,, , , , ,Illinois,IL,17,21,7,IL07,1707,2107,2,13, ,999, ,99999, ,9999,99999,99999,1600,5,999,99999,2,9,11,911,2,9,11,911,2,52,52,1,0,1,911,,, ,2,,, ,0,, ,6,3,3,4,0,1,1,1,121,1,0,2,1,20,20,927,1,1,0,1,1,0,0,0,0,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,1,5,5,, ,1,1,5,1,5,0,5,5,5,5,5,1,7,3,0,60191809,,37426796,5,2,1, ,0,1,3,2,0,2,2,3,4,2,1,5,8,7,6,2,1,2,2,3,4,1,1,4,2,3,2,1,1,1,2,2,5,4,1,7,3,6,6,2,7,4,5,3,1,1,1,1,1,2,1,2,2,5,8,2,10,1,4,7,9,6,3,2,1,1,1,3,5,,1,2,1,1,430,,,,,5,0,,,,,,1,2,305,201,,,,5,0,,,,,,0,,5,5,2,0,0,,,,,,1,,1,,1,2,,,,,3,1,2,70,85,0,50,50,,0,15,85,50,50,,,,5,0,,,,,,5,0,,,,,,5,0,,,,,,5,0,,,,,,3,1,,5,3,1,5,1,1,5,,1,2,5,,1,2,5,,1,1,5,,5,,4,3,5,7,5,7,2,6,1,1,11,,,,,3,3,5,4,3,5,4,,,2,5,5,5,3,5,3,,3,3,1,2,2,2,2,4,4,2,4,2,2,2,4,4,1,,,1,1,3,3,4,,1,5,7,1,6,,2,5,1,,7,1,7,1,7,7,4,4,7,1,5,4,3,6,5,5,1,1,1,3,5,5,3,1,1,3,,5,1,1,,,2,2,2,3,1,1,1,1,1,5,3,,,1,1,4,1,1,1,2,1,1,25,7,1,1,1,4,1,1,1,5,3,3,4,3,4,1,1,4,2,5,,,5,,,5,,,,,,,,, ,,,, , , ,,,, ,7,77,880,1954,7,50,5,4,17,,2,7,,,,,5,5,10,1,1,1,999,9,6,1000,786,1,1,40,5,, ,9,2,1,,,,,,999,,,1000, ,,,,,,,,,,,,999,9,6,1000, ,9,2,786,1,1,40,5,5,5,5,1,1,,,1,10,5,1,,17,17,1,5,,3,50,50,70,5,860,,,1,,860,0,5,,121,50,,0,,11,1,5,5,5,5,5,5,3,2,2,1,2,2,1,1,17,50,1,4,70,,,,,, ,2,11,11,1111,1,11,11,1111,1,9,9,1,0,1,1111,, ,1,, ,, ,3,1,2,7,0,1111,1,1001,98,1,0,0,5,20,20,1111,1,0,0,1,0,0,0,0,0,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,60191809,,37426796,5,2,1, ,0,1,3,0,1,3,1,4,2,1,3,6,4,5,2,13,11,22,10,17,30,7,6,24,5,19,21,3,14,16,9,8,25,15,33,23,27,18,1,4,20,12,2,29,32,26,28,31,9,7,2,5,1,8,3,6,4,2,1,2,1,2,1,1,1,3,2,1,2,1,3,3,1,2,IL07,12,Danny K. Davis,33,1,Antonio Davis-Fairman,36,1, , , , , ,,,65,Obama Barack,1,1,Alan K. Keyes,2,1, ,,, ,"Richard J. ""Dick"" Durbin",17,1, ,,, ,,,1,33,86,86,14, ,1,1,,70,27,,1,1,3,7,1,5,,5,,2,2,1,1,5,5,5,5,5,5,,5,,5,,4,,1,1,,99999, ,1,1,1,1,,,1,1,1,9,,,,1,5,,,,,,1,1,1,1,,,,1,70,100,50,50,50, ,,100,50,,,,40,50,40,85,40,100,50,50,50,85,40,85,85,,60,85,60,100,85,50,50,85,50,50,50,50,0,50,50,85,85,50,50,50,5,,1,,,3,3,2,5,1,1,1,1,5,1,5,5,1,3,1,1,1,5,5,5,5,5,5,,,5,3,3,4,3,3,2,3,4,6,5,7,1,6,5,5,5,6,2,2,4,1,4,4,,4,1,6,1,5,,1,1,1,1,1,,7,,1,,1,,1,,4,2,1,1,1,3,5,1,5,1,1,1,1,1,1,1,5,5,,,,5,5,5,5,1,5,5,5,5,5,5,1,1,5,1,0,,,,,,,,,,,,,5,2,3,5,5,,2,3,2,1,1,5,2,1,1,5,1,1,4,5,3,1,1,5,5,5,5,1,3,3,4,2,1,4,5,3,2,3,3,1,2,5,4,7,6,4,4,6,5,4,4,6,4,4,5,,5,,1,370,2,2,2,5,1,2,1,3,4,5,,1,3,5,,,0,,5,,,,5,4,,7,5,,7,4,,5,5,5,2,2,5,0,0,5,5,5,5,5,5,1,3,3,1,2,1,,70,,,,,,
2004NES_VERSION:2005AUG16,2004.T,2,753,1,1,22,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,10,47,1,,,,,,, , , , ,California,CA,6,71,31,CA31,631,7131,4,15, ,999, ,99999, ,9999,99999,99999,4480,5,999,99999,1,9,7,907,1,9,13,913,1,50,56,2,1,1,907,913,, ,1,1,, ,6,, ,4,3,1,5,0,1,1,1,93,1,0,0,5,20,20,927,1,1,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,2,,2,3,5,, ,,,,,,,,,,,,5,,0,0,67041173,,37426796,5,1,1, ,0,1,1,0,1,1,2,7,4,3,5,2,1,6,8,1,2,2,2,4,1,3,1,2,4,3,2,2,,2,1,1,3,7,4,5,6,2,5,3,2,7,6,4,1,1,2,2,2,2,2,1,2,6,3,9,7,5,10,8,2,4,1,1,2,2,2,3,1,1,5,5,1,3,303,707,1106,,,1,4,445,402,721,318,,1,1,1155,,,,,1,2,313,304,,,,2,2,7,5,3,2,5,1,3,5,5,5,5,4,5,5,5,5,5,4,,5,3,,,40,85,,40,70,60,70,70,60,,60,85,40,60,1,5,816,173,111,1205,1233,5,0,,,,,,1,2,904,1209,,,,1,1,173,,,,,3,1,2,1,1,1,5,1,1,5,,5,,1,2,5,,5,,1,2,5,,1,2,4,3,5,6,3,,5,3,1,3,12,1,25,3,3,1,2,,,,,,,4,1,5,1,1,1,5,3,,5,2,3,2,3,3,3,1,2,2,2,2,2,2,4,3,5,5,5,5,1,6,1,3,5,6,4,5,2,7,5,4,6,1,1,2,1,3,2,6,4,4,6,6,3,6,3,4,6,1,5,1,1,1,5,5,5,1,5,1,1,5,1,5,5,1,1,3,2,6,3,5,5,1,1,1,1,2,3,5,5,2,2,3,4,3,4,1,1,25,2,5,5,1,1,3,5,3,5,3,3,4,3,4,1,3,1,2,1,1,2,5,,,,7,,22,,,,,, ,,,, , , ,,,, ,1,1,20,1957,,47,3,4,16,,0,4,,,,,5,5,10,1,1,1,999,1,5,1000,728,1,5,40,3,, ,1,1,1,,,,,,999,,,1000, ,,,,,,,,,,,,999,1,5,1000, ,1,1,728,1,5,40,1,3,5,5,1,1,,,5,,5,1,,19,19,1,1,,4,20,70,,5,680,,,1,,680,0,1,6,428,24,,0,,1,1,5,5,5,5,5,5,3,3,3,1,3,2,5,1,19,48,1,4,11,,,,,, ,2,11,10,1110,1,11,10,1110,1,8,8,1,0,1,1110,, ,1,, ,, ,5,2,3,11,0,1110,1,1001,95,1,0,0,5,20,20,1110,1,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,67041173,,37426796,5,1,1, ,0,1,1,0,1,1,2,3,4,6,2,4,5,1,3,28,23,19,7,2,32,29,22,31,1,20,18,8,33,25,24,4,17,16,15,9,13,5,21,10,14,12,3,6,27,11,26,30,4,6,1,3,5,2,9,7,8,1,1,1,1,1,1,2,1,2,3,1,3,1,2,3,1,2,CA31,12,Xavier  Becerra,33,1,Luis Vega,36,1, , , , , ,,,19,Barbara  Boxer,3,2,Bill Jones,6,1,James P. Gray,7,1,Libertarian,Dianne  Feinstein,17,2, ,,, ,,,1,33,80,80,20, ,1,3,58,58,38,2,1,1,3,7,1,1,2,1,5,1,2,5,,1,1,5,5,5,5,,5,,5,,4,,1,1,,99999, ,1,1,1,1,,,1,1,1,4,,,,1,1,1,33,,,,1,1,1,3,,,,2,50,100,,70,50, ,,85,50,50,,,85,85,85,70,70,85,70,85,85,70,60,85,70,70,70,100,85,85,70,85,85,50,85,60,85,100,85,85,100,70,60,85,60,60,5,5,1,1,1,,,1,1,1,5,1,1,1,1,1,1,3,1,1,1,5,,,5,5,1,1,1,3,5,2,4,3,,1,,,3,3,2,1,1,7,2,2,6,2,6,2,3,1,2,2,1,2,1,2,3,1,5,5,5,7,5,5,,2,,5,,5,,1,,1,2,1,1,1,7,5,1,1,1,1,1,1,1,1,1,5,5,,,,1,1,5,1,5,,1,5,5,5,5,5,,1,1,0,,,,,,,,,,,,,4,2,5,1,1,1,2,2,2,1,2,1,2,2,2,1,1,3,4,4,1,1,5,1,5,4,5,5,1,1,1,2,4,4,4,4,3,5,5,5,3,1,3,5,4,2,2,5,4,3,2,2,2,2,1,1,1,1,5,370,2,3,1,2,4,1,1,2,2,1,1,1,3,1,1,,1,,,,1,1,9,4,,9,4,,4,8,,1,5,1,1,2,8,0,0,5,5,5,5,5,5,2,3,2,1,3,2,5,80,,,,,,
2004NES_VERSION:2005AUG16,2004.T,3,758,1,1,211,1,5,2,2,0,1,3,2,0,2,1,0,1,2,1,3,2,30,36,5,36,1,,,,, , , , ,Tennessee,TN,47,54,2,TN02,4702,5402,3,10, ,999, ,99999, ,9999,99999,99999,3840,5,999,99999,2,9,30,930,2,9,30,930,2,33,33,1,0,1,930,,, ,2,,, ,0,, ,5,5,0,13,0,1,1,1,55,1,0,0,5,20,20,1008,1,1,0,1,0,0,0,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,2,,1,3,5,, ,0,5,5,5,5,0,5,5,5,5,5,5,,0,0,46856952,,37426796,,,, ,,,,0,0,1,1,8,1,6,5,4,7,2,3,2,1,1,1,3,4,2,1,4,3,2,1,1,2,2,2,4,6,2,5,1,3,7,4,2,1,6,3,7,5,1,1,1,1,1,1,2,1,4,10,6,5,9,3,7,8,2,1,2,1,2,2,5,1,3,1,1,1,5,403,401,613,930,1306,5,0,,,,,,5,0,,,,,,1,5,815,304,313,444,801,7,3,0,7,2,3,0,1,3,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,100,50,50,100,50,100,50,50,100,50,70,15,85,85,5,0,,,,,,1,5,815,986,930,980,801,1,5,987,1024,930,934,1048,1,3,166,818,173,,,5,1,1,1,2,1,5,1,1,5,,1,3,1,3,1,2,1,3,5,,5,,5,,6,,5,6,2,,2,6,1,3,12,3,12,1,2,1,2,,,3,3,3,3,1,2,3,3,3,3,5,1,1,,6,1,1,1,2,2,4,4,3,3,3,2,2,3,4,1,1,1,1,3,3,2,4,6,5,3,5,2,5,2,3,5,1,1,4,3,4,3,4,4,4,4,5,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,5,1,1,4,3,2,4,1,2,1,1,2,5,3,5,3,1,4,3,4,3,4,4,1,2,26,1,1,3,1,2,3,3,4,5,3,1,2,5,3,1,5,2,1,1,1,1,1,5,5,,1,,6,,,,,7, ,,,, , , ,,,, ,1,12,275,1967,11,37,1,1,17,,1,6,17,,1,6,5,1,75,7,7,,999,,,1000,,,,,,5, ,,,2,5,5,,,,999,,,1000, ,,,,,,,,,,,5,999,,,1000, ,,,,,,,,,,,,,10,1,5,,1,2,23,23,1,1,1,,4,50,50,,1,180,190,10,2,190,190,0,5,,141,5,,0,,5,1,1,5,5,5,5,5,1,2,2,1,1,1,,1,23,36,2,4,70,,,,,, ,1,11,4,1104,1,11,4,1104,1,2,2,1,0,1,1104,, ,1,, ,, ,2,1,1,3,0,1104,1,1001,60,1,0,2,1,20,20,1104,1,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,46856952,,37426796,,,, ,,,,0,2,4,2,1,3,3,6,5,2,4,1,16,29,32,13,12,27,22,7,4,20,30,19,2,31,8,21,1,18,10,5,28,14,26,15,11,6,33,3,9,17,25,23,24,4,9,6,2,5,1,8,3,7,1,1,1,1,1,2,2,2,3,1,2,3,2,1,1,2,3,TN02,21,John Greene,35,1,"John James ""Jimmy"" Duncan Jr.",34,1, , , , , ,,,82, ,,, ,,, ,,, , ,,,"William H. ""Bill"" Frist",18,1,Lamar  Alexander,12,1,5,34,79,19,79, ,,,,,,,1,1,1,7,1,5,,1,3,2,3,1,6,5,5,5,1,5,5,,5,,5,1,,,1,1,,99999, ,1,1,1,5,2,1,1,3,1,1,,,,1,1,3,34,,,,2,,,,,,,1,100,30,50,50,85, ,,,,,85,85,,100,85,70,40,70,85,30,100,15,85,100,70,50,70,100,100,70,85,50,100,85,100,85,85,100,15,70,100,100,50,50,50,50,5,5,2,1,1,,2,2,1,5,5,1,3,3,1,1,3,1,3,1,1,5,,,5,5,5,1,2,,7,3,3,6,,3,2,6,3,5,3,4,2,4,1,,4,2,4,2,2,2,4,4,2,4,2,5,4,1,5,1,1,1,5,4,,1,,1,,3,,1,,2,1,2,1,1,7,1,1,5,1,2,1,2,1,1,1,5,5,,,,1,1,5,1,5,5,1,1,1,1,5,1,2,5,1,1,1,3,2,3,,,,,,,,,3,4,4,1,5,1,5,2,2,2,2,4,3,2,2,5,3,3,4,4,3,1,1,5,5,4,5,5,1,1,1,4,2,3,3,2,2,3,3,5,3,1,4,5,2,2,4,5,5,2,4,5,4,3,5,,1,2,1,370,2,2,2,1,5,2,3,2,2,1,5,1,1,1,3,,1,,,,3,2,2,10,,1,8,,8,1,5,5,5,5,2,3,8,0,0,5,5,5,5,5,5,1,2,2,1,1,1,,70,,,,,,
2004NES_VERSION:2005AUG16,2004.T,4,2006,1,0,252,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,10,67,1,,,,,,, , , , ,Arkansas,AR,5,42,4,AR04,504,4204,3,44, ,999, ,99999, ,9999,99999,99999,,5,999,99999,1,10,8,1008,4,10,10,1010,4,23,25,2,0,1,1008,1010,, ,4,4,, ,9,, ,8,6,2,22,0,1,1,1,122,1,0,0,5,20,20,1207,1,1,0,1,1,0,0,0,0,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,2,,1,1,5,, ,0,5,5,5,5,0,5,5,5,5,5,5,,0,0,35831236,,37426796,5,2,1, ,1,1,4,0,0,1,2,3,5,6,1,4,7,2,8,2,1,2,1,4,3,2,2,4,1,3,1,2,2,1,2,7,5,1,6,2,3,4,2,4,7,1,3,6,5,2,2,1,2,2,2,2,2,6,10,8,7,2,9,3,1,4,5,2,2,2,2,3,5,,5,4,5,0,,,,,,1,3,710,910,931,,,1,2,401,447,,,,5,0,,,,,,7,2,4,3,1,1,0,5,,5,5,4,5,4,5,5,5,5,5,5,,5,3,,,50,60,60,40,70,60,100,100,,50,,50,100,80,5,0,,,,,,5,0,,,,,,1,3,17,9,831,,,5,0,,,,,,5,3,5,5,3,5,1,5,1,1,2,1,1,1,1,5,,5,,1,3,5,,,,4,3,5,4,4,,4,4,1,3,12,3,12,3,3,3,3,3,3,5,3,3,1,7,2,,5,,3,5,3,,3,3,,2,2,2,2,3,4,2,2,,2,2,,2,5,5,4,,5,7,2,4,,4,4,2,2,4,4,4,4,3,4,1,2,1,1,3,,3,3,1,2,4,4,5,4,5,1,1,5,7,1,1,1,1,,5,1,5,1,5,4,,,,2,4,4,5,5,5,3,2,1,2,5,3,1,1,3,,,4,4,1,,,1,1,1,2,3,1,5,3,5,3,3,5,5,3,1,3,1,1,1,3,,5,,,,1,,1,2,,,,, ,,,, , , ,,,, ,1,4,121,1933,11,71,3,4,9,5,,2,,,,,5,1,50,5,5,2,999,1,3,1000,17,5,,,,5, ,40,9,2,,,1994,,,999,1,3,1000, ,40,9,17,5,,5,,5,5,,5,999,,,1000, ,,,,,,,,,,,,,,,5,,5,1,,3,3,1,5,,1,10,10,,1,,,,0,,,0,5,,142,71,,0,,25,1,5,5,5,1,5,5,1,4,4,1,2,1,,1,4,69,1,1,12,20,22,50,70,, ,,,,,,,,,,,,,,,,, ,,, ,, ,20,7,13,,0,1219,,6003,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,25560592,,37426796,5,1,1, ,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AR04,, ,,, ,,, , , , , ,,,, ,,, ,,, ,,, , ,,, ,,, ,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
